date,value
2022-07-23,146.97522666079792
2022-07-24,124.67297064291475
2022-07-25,137.03617833944247
2022-07-26,128.898210139769
2022-07-27,140.83446305358396
2022-07-28,132.90396047263576
2022-07-29,131.89750974708664
2022-07-30,133.42028813481147
2022-07-31,135.95577592364563
2022-08-01,134.74940003869997
2022-08-02,145.07219189215243
2022-08-03,128.9822207632151
2022-08-04,128.87556122501294
2022-08-05,132.95467299480623
2022-08-06,139.22846440969104
2022-08-07,138.29590152568983
2022-08-08,141.70546625779863
2022-08-09,145.01891589334556
2022-08-10,135.56924025612818
2022-08-11,129.92315855831288
2022-08-12,144.03258297649438
2022-08-13,137.48289690605498
2022-08-14,137.72688849552392
2022-08-15,128.93619277304387
2022-08-16,137.41927306690485
2022-08-17,127.03038970190183
2022-08-18,147.2542817155955
2022-08-19,146.74213304989814
2022-08-20,136.06704448665064
2022-08-21,137.36732909079132
2022-08-22,144.34549457086348
2022-08-23,145.47116457785518
2022-08-24,146.26603395415268
2022-08-25,143.69433269754197
2022-08-26,143.55578846056997
2022-08-27,152.86758314087578
2022-08-28,149.55348616363798
2022-08-29,153.82845956260365
2022-08-30,152.2826994127112
2022-08-31,151.47493922771477
2022-09-01,157.98633616958227
2022-09-02,158.6134083909739
2022-09-03,163.2059517934977
2022-09-04,157.44467182387058
2022-09-05,156.56507678117933
2022-09-06,156.20981637305005
2022-09-07,165.00498897192696
2022-09-08,155.27982065763348
2022-09-09,155.34142847010372
2022-09-10,162.54036940472102
2022-09-11,171.34693331458965
2022-09-12,174.51477664942848
2022-09-13,168.3124441739539
2022-09-14,169.89086513377566
2022-09-15,178.4051204470774
2022-09-16,168.7458576879174
2022-09-17,166.26614322768557
2022-09-18,182.80636241322864
2022-09-19,172.09335583824276
2022-09-20,173.3853298071832
2022-09-21,176.6150143042441
2022-09-22,173.48414769471296
2022-09-23,176.33163107367702
2022-09-24,171.72849916831194
2022-09-25,181.57363719252677
2022-09-26,172.02464397380479
